customer_name,base,protein,guac,queso,chips_salsa,chips_queso,chips_guacamole,brownie,cookie,16oz,22oz,order_cost,date
wkrdiyq,Bowl,Steak,1,1,0,1,0,0,0,0,0,15.98,10/16/2022
knqldnb,Burrito,Chicken,1,1,0,0,1,1,1,1,1,23.61,10/16/2022
knqldnb,N/A,N/A,0,0,1,0,0,1,0,0,1,6.17,10/16/2022
knqldnb,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/16/2022
knqldnb,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/16/2022
yyoenqy,Bowl,Beef,1,0,0,0,0,1,1,0,1,16.62,10/16/2022
yyoenqy,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/16/2022
yyoenqy,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/16/2022
znvqopu,Bowl,Steak,0,0,0,0,0,1,1,1,0,14.52,10/16/2022
znvqopu,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/16/2022
znvqopu,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/16/2022
znvqopu,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/16/2022
xhkephq,Burrito,Chicken,0,1,0,0,0,1,0,0,1,13.73,10/16/2022
xhkephq,Bowl,Vegetables,1,1,0,0,0,0,0,0,0,11.29,10/16/2022
zzyottg,Bowl,Beef,0,0,1,0,0,1,1,0,0,14.36,10/16/2022
zzyottg,Bowl,Vegetables,1,0,0,0,0,0,0,0,0,9.29,10/16/2022
zzyottg,Bowl,Beef,0,1,0,0,0,0,0,0,0,10.19,10/16/2022
atrnepv,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/16/2022
atrnepv,N/A,N/A,0,0,1,0,0,0,0,1,0,4.18,10/16/2022
atrnepv,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/16/2022
obaplvi,Bowl,Vegetables,0,1,0,0,0,0,1,1,0,13.53,10/16/2022
obaplvi,Burrito,Chicken,0,0,0,0,0,1,1,0,1,13.26,10/16/2022
obaplvi,N/A,N/A,0,0,0,0,0,1,1,0,1,5.97,10/16/2022
obaplvi,N/A,N/A,0,0,0,0,0,1,1,0,1,5.97,10/16/2022
uuqcvub,Burrito,Vegetables,0,0,0,0,1,1,1,1,1,19.61,10/16/2022
uuqcvub,N/A,N/A,0,0,0,0,0,1,1,0,0,3.98,10/16/2022
uuqcvub,N/A,N/A,0,0,0,0,0,1,1,0,0,3.98,10/16/2022
uuqcvub,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/16/2022
hkkbtic,Bowl,Vegetables,1,0,0,0,0,1,0,0,0,11.28,10/16/2022
hkkbtic,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/16/2022
pwozeyj,Buritto,Steak,0,0,0,0,0,0,0,0,0,8.29,10/16/2022
pwozeyj,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/16/2022
pwozeyj,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/16/2022
pwozeyj,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/16/2022
xwvyzhj,Burrito,Beef,1,1,0,0,0,0,0,1,1,16.89,10/16/2022
xwvyzhj,Burrito,Vegetables,0,1,0,0,0,1,1,0,0,13.27,10/16/2022
xwvyzhj,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/16/2022
xwvyzhj,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/16/2022
ekdytxg,Bowl,Steak,1,1,0,0,0,1,0,0,1,16.73,10/16/2022
ekdytxg,N/A,N/A,0,0,0,0,0,1,0,0,1,3.98,10/16/2022
ekdytxg,N/A,N/A,0,0,0,0,0,1,0,0,1,3.98,10/16/2022
ekdytxg,N/A,N/A,0,0,0,0,0,1,0,0,1,3.98,10/16/2022
ygwbnop,Burrito,Steak,1,0,0,0,0,1,0,0,1,14.73,10/16/2022
usvxeug,N/A,N/A,0,0,0,1,0,1,0,0,1,8.13,10/16/2022
usvxeug,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/16/2022
yetpkvp,Burrito,Vegetables,1,0,0,0,1,1,0,0,0,14.92,10/16/2022
yetpkvp,Bowl,Beef,0,0,1,0,0,0,0,0,0,10.38,10/16/2022
yetpkvp,Burrito,Steak,1,1,0,1,0,0,0,0,0,15.98,10/16/2022
yetpkvp,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/16/2022
frpnlef,Burrito,Steak,0,0,0,0,0,1,1,0,0,12.27,10/16/2022
xfgdeli,Bowl,Vegetables,1,0,0,0,0,0,0,0,1,11.74,10/16/2022
xfgdeli,Bowl,Steak,1,0,0,0,0,0,1,1,0,14.27,10/16/2022
xfgdeli,Burrito,Vegetables,1,0,0,0,0,0,0,1,0,11.28,10/16/2022
xfgdeli,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/16/2022
nlruihw,Bowl,Chicken,1,1,0,0,0,1,1,1,1,19.97,10/16/2022
nlruihw,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/16/2022
zqniqai,Bowl,Vegetables,0,1,0,0,1,1,0,0,0,14.92,10/16/2022
zqniqai,Burrito,Vegetables,1,1,1,0,0,0,0,0,0,13.48,10/16/2022
zqniqai,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/16/2022
nzvubrn,Bowl,Vegetables,1,1,0,0,0,1,0,0,1,15.73,10/16/2022
nzvubrn,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/16/2022
nzvubrn,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/16/2022
wubwhkd,Burrito,Vegetables,0,1,0,0,0,1,1,0,1,15.72,10/16/2022
wubwhkd,Burrito,Steak,1,1,1,0,0,0,0,1,1,18.46,10/16/2022
wubwhkd,N/A,N/A,0,0,0,1,0,0,0,0,1,5.68,10/16/2022
wubwhkd,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/16/2022
qzstbjp,Bowl,Vegetables,0,1,0,0,0,1,0,1,1,15.98,10/16/2022
qzstbjp,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/16/2022
qzstbjp,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/16/2022
runrdpe,Burrito,Steak,1,0,0,0,0,0,1,1,0,14.53,10/16/2022
runrdpe,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/16/2022
odcfcoa,Burrito,Steak,1,0,0,0,0,0,1,0,1,14.73,10/16/2022
odcfcoa,Bowl,Chicken,0,1,0,1,0,1,0,1,0,16.96,10/16/2022
odcfcoa,Burrito,Steak,0,0,0,0,0,0,0,1,0,10.28,10/16/2022
odcfcoa,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/16/2022
ofqqwyd,Bowl,Beef,0,1,0,0,0,0,0,0,0,10.19,10/16/2022
ofqqwyd,N/A,N/A,0,0,1,0,0,0,0,1,0,4.18,10/16/2022
ofqqwyd,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/16/2022
ofqqwyd,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/16/2022
pfjcrrj,Burrito,Steak,1,0,0,0,0,0,1,0,1,14.73,10/16/2022
pfjcrrj,N/A,N/A,0,0,1,0,0,1,1,0,0,6.17,10/16/2022
pfjcrrj,N/A,N/A,0,0,1,0,0,0,1,0,0,4.18,10/16/2022
pfjcrrj,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/16/2022
azpgsjr,Bowl,Vegetables,1,0,0,0,1,0,1,0,1,17.37,10/16/2022
azpgsjr,Burrito,Vegetables,1,0,0,0,0,1,1,1,0,15.26,10/16/2022
azpgsjr,N/A,N/A,0,0,0,0,0,1,1,1,0,5.97,10/16/2022
azpgsjr,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/16/2022
pbyxrmf,Burrito,Vegetables,1,0,0,0,0,0,0,0,0,9.29,10/16/2022
pbyxrmf,N/A,N/A,0,0,0,0,0,0,0,1,1,3.98,10/16/2022
pbyxrmf,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/16/2022
pbyxrmf,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/16/2022
cjztnnx,Bowl,Beef,1,1,0,0,0,1,1,1,0,18.42,10/16/2022
cjztnnx,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/16/2022
cjztnnx,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/16/2022
cjztnnx,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/16/2022
nuckkda,Burrito,Steak,0,1,0,0,1,1,0,1,1,20.62,10/16/2022
cuqugle,Burrito,Steak,1,0,0,0,1,0,1,1,1,20.62,10/16/2022
cuqugle,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/16/2022
vkesdwz,Burrito,Steak,1,0,0,0,0,1,0,0,1,14.73,10/16/2022
vkesdwz,N/A,N/A,0,0,0,1,0,0,1,1,1,9.66,10/16/2022
vkesdwz,N/A,N/A,0,0,0,1,0,0,1,0,1,7.67,10/16/2022
vkesdwz,N/A,N/A,0,0,0,1,0,0,1,0,1,7.67,10/16/2022
ypzweqc,N/A,N/A,0,0,0,1,0,1,1,0,0,7.67,10/16/2022
ypzweqc,N/A,N/A,0,0,0,0,0,0,0,1,1,3.98,10/16/2022
ypzweqc,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/16/2022
lcafxgu,Burrito,Vegetables,1,1,0,0,1,0,0,1,1,19.63,10/16/2022
lcafxgu,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/16/2022
ouriphg,Bowl,Chicken,1,0,0,0,1,0,1,1,1,19.62,10/16/2022
ubyizwu,Bowl,Vegetables,0,1,0,0,0,0,0,0,0,9.29,10/16/2022
ubyizwu,N/A,N/A,0,0,1,0,0,0,1,0,0,4.18,10/16/2022
ubyizwu,N/A,N/A,0,0,0,1,0,0,1,0,0,5.68,10/16/2022
ubyizwu,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/16/2022
rpbwmhj,Bowl,Beef,1,1,0,0,0,1,0,0,0,14.18,10/16/2022
rpbwmhj,N/A,N/A,0,0,0,0,0,1,1,1,0,5.97,10/16/2022
rpbwmhj,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/16/2022
rpbwmhj,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/16/2022
jqfiebk,Bowl,Beef,1,0,0,0,0,0,0,1,0,12.44,10/16/2022
kuneqhx,N/A,N/A,0,0,0,1,0,1,1,0,1,10.12,10/16/2022
kuneqhx,Bowl,Chicken,1,1,0,0,0,0,1,0,1,15.27,10/16/2022
kuneqhx,Bowl,Steak,1,1,0,0,0,0,1,0,1,16.27,10/16/2022
enhftpc,Burrito,Vegetables,1,0,0,0,1,1,1,1,1,21.61,10/16/2022
enhftpc,N/A,N/A,0,0,1,0,0,0,1,0,0,4.18,10/16/2022
enhftpc,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/16/2022
mxfovvz,Burrito,Vegetables,0,1,0,0,1,0,0,0,1,15.38,10/16/2022
mxfovvz,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/16/2022
mxfovvz,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/16/2022
ryglgnv,Burrito,Vegetables,1,1,0,0,1,0,0,0,0,14.93,10/16/2022
ryglgnv,N/A,N/A,0,0,0,0,0,1,1,0,0,3.98,10/16/2022
ryglgnv,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/16/2022
ryglgnv,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/16/2022
uiaanvp,Burrito,Beef,0,1,1,0,0,1,0,1,0,16.62,10/16/2022
uiaanvp,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/16/2022
mhrtufx,N/A,N/A,0,0,0,1,0,0,0,0,1,6.14,10/16/2022
mhrtufx,Burrito,Chicken,0,1,0,0,0,0,0,0,1,11.28,10/16/2022
mhrtufx,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/16/2022
mhrtufx,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/16/2022
gagkzwz,N/A,N/A,0,0,0,0,1,0,0,1,0,5.89,10/16/2022
gagkzwz,N/A,N/A,0,0,1,0,0,0,0,0,1,4.18,10/16/2022
gagkzwz,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/16/2022
gagkzwz,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/16/2022
fqdbedi,Burrito,Steak,0,0,0,0,1,1,1,1,0,18.16,10/16/2022
fqdbedi,Burrito,Chicken,1,1,0,0,0,0,0,0,0,11.29,10/16/2022
fqdbedi,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/16/2022
yyiddfh,N/A,N/A,0,0,0,0,0,0,1,1,0,4.24,10/16/2022
yyiddfh,Bowl,Chicken,1,0,0,0,0,0,0,1,0,11.28,10/16/2022
yyiddfh,Bowl,Steak,1,0,0,0,0,0,0,1,0,12.28,10/16/2022
yyiddfh,Burrito,Steak,1,1,0,0,0,0,0,1,0,14.28,10/16/2022
cfqqvpv,Bowl,Chicken,1,0,0,0,1,1,0,0,0,14.92,10/16/2022
cfqqvpv,N/A,N/A,0,0,0,0,0,0,1,0,1,3.98,10/16/2022
cfqqvpv,N/A,N/A,0,0,0,0,0,0,1,0,1,3.98,10/16/2022
cfqqvpv,N/A,N/A,0,0,0,0,0,0,1,0,1,3.98,10/16/2022
rfsncdm,Bowl,Chicken,1,0,0,1,0,1,1,0,1,19.41,10/16/2022
rfsncdm,N/A,N/A,0,0,0,1,0,0,0,1,0,5.68,10/16/2022
rfsncdm,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/16/2022
cxsuzcq,Burrito,Vegetables,0,1,1,0,0,0,0,1,1,16.18,10/16/2022
cxsuzcq,N/A,N/A,0,0,0,1,0,0,1,0,0,5.68,10/16/2022
cxsuzcq,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/16/2022
cxsuzcq,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/16/2022
earpmsg,Buritto,Steak,0,0,0,0,0,0,0,0,0,8.29,10/16/2022
earpmsg,Bowl,Beef,0,0,0,0,0,1,0,0,1,12.17,10/16/2022
earpmsg,Burrito,Beef,0,0,0,0,0,0,0,0,1,10.18,10/16/2022
cfvpsfe,Burrito,Steak,0,0,0,0,0,0,1,1,0,12.53,10/16/2022
cfvpsfe,Bowl,Steak,0,1,0,0,0,0,0,0,0,10.29,10/16/2022
cfvpsfe,Burrito,Beef,1,1,0,0,0,0,0,0,0,12.19,10/16/2022
cfvpsfe,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/16/2022
zvjiyqg,Burrito,Vegetables,0,1,0,1,0,0,0,1,0,15.23,10/16/2022
zvjiyqg,Bowl,Steak,1,0,1,0,0,0,0,0,0,12.48,10/16/2022
zvjiyqg,Bowl,Chicken,0,0,1,0,0,0,0,0,0,9.48,10/16/2022
zvjiyqg,Burrito,Beef,1,0,1,0,0,0,0,0,0,12.38,10/16/2022
dxozrab,Burrito,Vegetables,0,0,0,0,0,1,1,1,0,13.52,10/16/2022
dxozrab,N/A,N/A,0,0,1,0,0,0,0,0,1,4.18,10/16/2022
dxozrab,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/16/2022
dxozrab,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/16/2022
gyqjccw,Burrito,Beef,0,0,0,0,0,1,0,1,0,12.43,10/16/2022
gyqjccw,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/16/2022
gyqjccw,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/16/2022
gyqjccw,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/16/2022
dweaeot,Bowl,Steak,1,1,0,1,0,0,1,1,1,22.67,10/16/2022
dweaeot,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/16/2022
dweaeot,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/16/2022
bzeheiq,Burrito,Chicken,0,1,0,0,1,1,1,1,0,19.16,10/16/2022
bzeheiq,N/A,N/A,0,0,0,0,0,1,1,1,0,5.97,10/16/2022
bzeheiq,N/A,N/A,0,0,0,0,0,0,1,1,0,3.98,10/16/2022
bzeheiq,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/16/2022
ncwqwur,Bowl,Chicken,1,1,0,0,1,1,0,1,0,19.17,10/16/2022
ncwqwur,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/16/2022
ncwqwur,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/16/2022
bxyutao,Burrito,Vegetables,1,0,0,0,0,1,1,0,0,13.27,10/16/2022
btrgpss,N/A,N/A,0,0,0,0,0,1,1,0,1,6.43,10/16/2022
btrgpss,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/17/2022
mwlvsit,Bowl,Beef,0,0,0,0,0,1,0,1,0,12.43,10/17/2022
mwlvsit,N/A,N/A,0,0,0,1,0,0,1,0,1,7.67,10/17/2022
mwlvsit,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/17/2022
cekrnwf,Burrito,Steak,1,1,0,0,0,0,1,0,1,16.73,10/17/2022
cekrnwf,Bowl,Vegetables,0,1,0,0,0,1,1,0,1,15.26,10/17/2022
cekrnwf,Burrito,Vegetables,0,0,0,0,0,0,1,0,0,9.28,10/17/2022
cekrnwf,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/17/2022
pekypxo,Burrito,Vegetables,0,0,0,0,0,0,0,0,0,7.29,10/17/2022
pekypxo,Burrito,Chicken,1,1,0,0,0,0,1,0,0,13.28,10/17/2022
pekypxo,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/17/2022
zeinaxz,Bowl,Vegetables,1,0,0,0,0,0,0,1,0,11.54,10/17/2022
zeinaxz,Bowl,Vegetables,1,1,1,0,0,0,0,1,0,15.47,10/17/2022
zeinaxz,Bowl,Steak,0,0,1,0,0,0,0,1,0,12.47,10/17/2022
zeinaxz,Bowl,Beef,1,1,0,0,0,0,0,1,0,14.18,10/17/2022
jpxhzby,Bowl,Steak,1,1,0,0,0,1,0,0,0,14.28,10/17/2022
jpxhzby,N/A,N/A,0,0,0,0,0,0,1,0,1,3.98,10/17/2022
jpxhzby,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/17/2022
jpxhzby,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/17/2022
edqauyv,N/A,N/A,0,0,0,0,0,0,0,0,1,2.45,10/17/2022
edqauyv,N/A,N/A,0,0,0,0,0,1,0,1,0,3.98,10/17/2022
dtdkctm,N/A,N/A,0,0,0,0,0,1,1,0,1,6.43,10/17/2022
irtxauv,Burrito,Beef,1,0,0,0,0,0,0,1,1,14.89,10/17/2022
irtxauv,N/A,N/A,0,0,1,0,0,0,1,0,0,4.18,10/17/2022
irtxauv,N/A,N/A,0,0,0,1,0,0,1,0,0,5.68,10/17/2022
irtxauv,N/A,N/A,0,0,0,1,0,0,1,0,0,5.68,10/17/2022
hgvpoix,Bowl,Chicken,0,0,0,0,1,0,1,1,1,17.62,10/17/2022
hgvpoix,Bowl,Vegetables,1,1,0,0,0,1,0,0,0,13.28,10/17/2022
hgvpoix,Burrito,Chicken,0,1,0,0,0,1,0,0,0,11.28,10/17/2022
hgvpoix,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/17/2022
dbllnad,N/A,N/A,0,0,0,0,0,1,0,1,0,4.24,10/17/2022
dbllnad,Burrito,Steak,0,0,0,0,0,0,1,0,0,10.28,10/17/2022
dbllnad,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/17/2022
dbllnad,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/17/2022
cvevvko,Bowl,Vegetables,1,0,0,0,0,1,1,0,0,13.27,10/17/2022
cvevvko,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/17/2022
cvevvko,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/17/2022
cvevvko,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/17/2022
xbpscwj,Bowl,Steak,1,1,1,0,0,0,1,1,0,18.72,10/17/2022
xbpscwj,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/17/2022
mzdfpii,Bowl,Vegetables,0,0,0,0,1,1,1,1,1,19.61,10/17/2022
mzdfpii,N/A,N/A,0,0,1,0,0,1,0,0,0,4.18,10/17/2022
mzdfpii,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/17/2022
mzdfpii,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/17/2022
lldyvro,N/A,N/A,0,0,1,0,0,0,1,0,0,4.18,10/17/2022
lldyvro,Bowl,Beef,0,1,0,0,0,0,0,0,0,10.19,10/17/2022
kahxlsj,Bowl,Steak,1,0,0,0,0,1,0,1,0,14.53,10/17/2022
kahxlsj,N/A,N/A,0,0,0,0,0,1,1,0,0,3.98,10/17/2022
kahxlsj,N/A,N/A,0,0,0,0,0,1,1,0,0,3.98,10/17/2022
kahxlsj,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/17/2022
deschfr,Bowl,Vegetables,0,1,0,0,0,0,1,0,1,13.73,10/17/2022
deschfr,N/A,N/A,0,0,0,1,0,1,0,0,0,5.68,10/17/2022
deschfr,N/A,N/A,0,0,0,1,0,1,0,0,0,5.68,10/17/2022
deschfr,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/17/2022
vhldqfj,Bowl,Vegetables,1,0,0,1,0,0,1,0,0,14.97,10/17/2022
vhldqfj,Burrito,Steak,0,1,0,0,0,0,1,1,0,14.27,10/17/2022
vhldqfj,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/17/2022
vhldqfj,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/17/2022
khnxrpe,Burrito,Chicken,0,0,0,0,0,1,1,1,1,15.97,10/17/2022
khnxrpe,N/A,N/A,0,0,0,0,0,1,1,0,0,3.98,10/17/2022
khnxrpe,N/A,N/A,0,0,0,0,0,1,1,0,0,3.98,10/17/2022
khnxrpe,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/17/2022
uwbbqsi,N/A,N/A,0,0,0,0,1,0,0,0,0,3.64,10/17/2022
uwbbqsi,N/A,N/A,0,0,0,1,0,0,1,0,1,7.67,10/17/2022
uwbbqsi,N/A,N/A,0,0,1,0,0,0,1,0,1,6.17,10/17/2022
uwbbqsi,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/17/2022
oqmqmlt,Burrito,Chicken,1,0,1,0,0,1,1,1,1,20.16,10/17/2022
oqmqmlt,N/A,N/A,0,0,1,0,0,1,1,1,0,8.16,10/17/2022
oqmqmlt,N/A,N/A,0,0,0,1,0,1,0,1,0,7.67,10/17/2022
oqmqmlt,N/A,N/A,0,0,0,1,0,1,0,0,0,5.68,10/17/2022
tsamfqw,N/A,N/A,0,0,0,1,0,0,0,1,1,8.39,10/17/2022
tsamfqw,N/A,N/A,0,0,1,0,0,0,1,1,0,6.17,10/17/2022
tsamfqw,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/17/2022
tsamfqw,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/17/2022
araqruk,Bowl,Beef,1,1,0,0,0,0,0,0,1,14.64,10/17/2022
araqruk,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/17/2022
araqruk,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/17/2022
ojdrpbs,Burrito,Chicken,0,1,0,0,0,1,0,1,0,13.53,10/17/2022
ojdrpbs,N/A,N/A,0,0,0,0,0,1,0,1,0,3.98,10/17/2022
ojdrpbs,N/A,N/A,0,0,0,0,0,1,0,1,0,3.98,10/17/2022
ojdrpbs,N/A,N/A,0,0,0,0,0,1,0,1,0,3.98,10/17/2022
qcruzgj,Burrito,Beef,0,1,0,0,0,1,0,1,0,14.43,10/17/2022
qcruzgj,Bowl,Steak,0,1,0,0,0,0,1,0,1,14.27,10/17/2022
qcruzgj,Bowl,Vegetables,1,0,0,0,0,0,1,0,0,11.28,10/17/2022
qcruzgj,Bowl,Steak,1,1,0,0,0,0,0,0,0,12.29,10/17/2022
qwgzmco,Bowl,Beef,0,1,1,0,0,0,0,1,0,14.63,10/17/2022
tmcsdht,N/A,N/A,0,0,0,1,0,1,0,0,0,5.68,10/17/2022
tmcsdht,N/A,N/A,0,0,0,0,0,1,1,0,0,3.98,10/17/2022
tmcsdht,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/17/2022
tmcsdht,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/17/2022
nudxqxd,Burrito,Vegetables,0,0,0,1,0,0,0,1,0,13.23,10/17/2022
pvgyjps,Burrito,Vegetables,1,0,0,0,1,0,0,0,1,15.38,10/17/2022
pvgyjps,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/17/2022
pvgyjps,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/17/2022
wonflso,Bowl,Chicken,1,1,0,0,0,1,1,0,1,17.72,10/17/2022
wonflso,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/17/2022
xxwoaaz,Burrito,Beef,0,1,0,0,0,0,0,0,0,10.19,10/17/2022
xxwoaaz,N/A,N/A,0,0,0,1,0,0,1,0,0,5.68,10/17/2022
xxwoaaz,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/17/2022
xxwoaaz,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/17/2022
dvesmxq,N/A,N/A,0,0,0,1,0,1,0,0,1,8.13,10/17/2022
dvesmxq,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/17/2022
dvesmxq,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/17/2022
dvesmxq,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/17/2022
jpddckl,Bowl,Steak,1,1,0,0,0,0,1,0,1,16.73,10/17/2022
jpddckl,Burrito,Vegetables,0,0,0,0,0,1,0,0,0,9.28,10/17/2022
jpddckl,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/17/2022
ncsobvv,Burrito,Chicken,0,0,0,0,1,1,1,0,0,14.91,10/17/2022
ncsobvv,Bowl,Chicken,1,0,0,1,0,0,0,0,1,14.97,10/17/2022
ncsobvv,Burrito,Steak,0,1,1,0,0,0,0,0,1,14.47,10/17/2022
ncsobvv,N/A,N/A,0,0,1,0,0,0,0,0,1,4.18,10/17/2022
sqtxlqz,N/A,N/A,0,0,0,0,0,1,1,1,0,6.23,10/17/2022
sqtxlqz,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/17/2022
sqtxlqz,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/17/2022
sqtxlqz,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/17/2022
wjeuwjv,Bowl,Chicken,1,0,0,0,1,0,0,1,1,17.63,10/17/2022
wjeuwjv,N/A,N/A,0,0,0,1,0,1,0,0,1,7.67,10/17/2022
wjeuwjv,N/A,N/A,0,0,1,0,0,1,0,0,1,6.17,10/17/2022
wjeuwjv,N/A,N/A,0,0,0,0,0,1,0,0,1,3.98,10/17/2022
vrjpgrq,Bowl,Steak,0,0,0,0,0,0,0,0,1,10.74,10/17/2022
vrjpgrq,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/17/2022
uhaczlm,Burrito,Chicken,1,1,0,0,0,0,1,1,1,17.98,10/17/2022
uhaczlm,Burrito,Steak,1,1,0,0,0,0,0,0,1,14.28,10/17/2022
